,ModelType,agents,decay_limit,discount_rate,epsilon,epsilon_decay,learning_rate,lookback,tn_mean_score,tn_mean_time,tn_rank,tr_cooperation_percentage,tr_cumul_regret,tr_cumul_reward,tr_defection_percentage,tr_final_loss,tr_mean_reward
361,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.1,0.0,0.01,1.0,715.5677419354839,0.8011350000000002,23.0,0.8477535714285714,197449.0,642551.0,0.1522464285714285,,2.294825
362,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.1,0.0,0.1,1.0,715.9967741935484,0.9177830000000002,25.0,0.8062357142857143,190884.0,649116.0,0.1937642857142857,,2.3182714285714288
363,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.1,0.0,0.1,1.0,772.7741935483871,0.992294,19.0,0.7695571428571428,201024.0,638976.0,0.2304428571428571,,2.282057142857143
364,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.1,0.0,0.1,1.0,410.0451612903226,4.804891999999999,31.0,0.7313785714285714,199014.0,640986.0,0.2686214285714285,,2.2892357142857143
365,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.2,0.0,0.01,1.0,727.0854838709678,0.994334,21.0,0.881425,185655.0,654345.0,0.118575,,2.3369464285714288
366,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.2,0.0,0.01,1.0,732.0709677419355,1.1957970000000002,19.0,0.8661535714285714,191197.0,648803.0,0.1338464285714285,,2.317153571428572
367,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.2,0.0,0.01,1.0,733.3129032258065,1.1416429999999995,20.0,0.8385928571428571,203463.0,636537.0,0.1614071428571428,,2.2733464285714287
368,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.2,0.0,0.1,1.0,739.2016129032259,1.135483,18.0,0.7993857142857143,195357.0,644643.0,0.2006142857142857,,2.3022964285714287
369,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.2,0.0,0.1,1.0,717.7177419354839,3.4345329999999987,24.0,0.7808321428571429,191133.0,648867.0,0.2191678571428571,,2.317382142857143
370,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.2,0.0,0.1,1.0,696.2532258064516,1.2629179999999995,25.0,0.7308928571428571,203964.0,636036.0,0.2691071428571429,,2.271557142857143
371,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.3,0.0,0.01,1.0,719.8677419354839,1.125504,23.0,0.8765428571428572,189714.0,650286.0,0.1234571428571428,,2.32245
372,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.3,0.0,0.01,1.0,700.2467741935484,1.1434970000000002,23.0,0.8651214285714286,192128.0,647872.0,0.1348785714285714,,2.313828571428572
373,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.3,0.0,0.01,1.0,715.5016129032258,0.9112289999999998,25.0,0.802875,213998.0,626002.0,0.197125,,2.2357214285714284
374,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.3,0.0,0.1,1.0,717.3887096774193,1.0231260000000002,20.0,0.8050392857142857,191307.0,648693.0,0.1949607142857143,,2.3167607142857145
375,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.3,0.0,0.1,1.0,705.0048387096774,0.988526,24.0,0.7756857142857143,195524.0,644476.0,0.2243142857142857,,2.3017
376,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.3,0.0,0.1,1.0,717.924193548387,1.0923650000000005,21.0,0.7379142857142857,199222.0,640778.0,0.2620857142857143,,2.2884928571428573
377,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.1,0.0,0.01,2.0,710.5612903225806,1.2927479999999996,22.0,0.4808571428571428,287110.0,552890.0,0.5191428571428571,,1.9746071428571428
378,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.1,0.0,0.01,2.0,703.4967741935484,0.917506,23.0,0.7816178571428571,204641.0,635359.0,0.2183821428571428,,2.2691392857142856
379,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.1,0.0,0.01,2.0,681.6241935483871,0.976799,25.0,0.7943892857142857,191364.0,648636.0,0.2056107142857142,,2.316557142857143
380,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.1,0.0,0.1,2.0,699.2935483870967,0.876645,24.0,0.7074678571428571,208499.0,631501.0,0.2925321428571428,,2.255360714285714
381,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.1,0.0,0.1,2.0,713.8967741935484,0.9403440000000002,22.0,0.6639571428571429,220026.0,619974.0,0.3360428571428571,,2.2141928571428573
382,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.1,0.0,0.1,2.0,417.8258064516129,3.379733999999999,31.0,0.5566,240879.0,599121.0,0.4434,,2.139717857142857
383,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.2,0.0,0.01,2.0,739.6322580645161,1.332626,22.0,0.7006678571428572,296728.0,543272.0,0.2993321428571429,,1.940257142857143
384,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.2,0.0,0.01,2.0,732.1387096774193,1.0471549999999998,19.0,0.6327035714285715,255382.0,584618.0,0.3672964285714286,,2.0879214285714287
385,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.2,0.0,0.01,2.0,711.4629032258065,1.0953450000000005,24.0,0.6704785714285715,214530.0,625470.0,0.3295214285714286,,2.2338214285714284
386,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.2,0.0,0.1,2.0,756.7258064516129,1.5189250000000003,19.0,0.7220357142857143,208884.0,631116.0,0.2779642857142857,,2.2539857142857143
387,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.2,0.0,0.1,2.0,743.5548387096774,1.0198410000000002,17.0,0.67175,220488.0,619512.0,0.32825,,2.212542857142857
388,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.2,0.0,0.1,2.0,486.3483870967742,4.504724,26.0,0.5864428571428572,230481.0,609519.0,0.4135571428571428,,2.1768535714285715
389,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.3,0.0,0.01,2.0,690.7758064516129,0.8433809999999998,25.0,0.757625,194204.0,645796.0,0.242375,,2.3064142857142858
390,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.3,0.0,0.01,2.0,646.7709677419355,0.7508689999999999,25.0,0.8204357142857143,178605.0,661395.0,0.1795642857142857,,2.362125
391,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.3,0.0,0.01,2.0,693.4983870967742,1.0299159999999998,24.0,0.6058964285714286,229742.0,610258.0,0.3941035714285714,,2.1794928571428573
392,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.3,0.0,0.1,2.0,441.7758064516129,3.335071,29.0,0.7252785714285714,207745.0,632255.0,0.2747214285714285,,2.2580535714285714
393,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.3,0.0,0.1,2.0,777.5306451612903,0.8242250000000003,16.0,0.6633107142857143,219184.0,620816.0,0.3366892857142857,,2.2172
394,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.3,0.0,0.1,2.0,711.0854838709678,0.725153,24.0,0.5713678571428571,232683.0,607317.0,0.4286321428571428,,2.168989285714286
395,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.1,0.0,0.01,4.0,439.2806451612903,3.2367469999999985,27.0,0.5712785714285714,247648.0,592352.0,0.4287214285714286,,2.115542857142857
396,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.1,0.0,0.01,4.0,671.5596774193548,1.000205,25.0,0.6107857142857143,246155.0,593845.0,0.3892142857142857,,2.120875
397,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.1,0.0,0.01,4.0,435.35806451612905,3.5891140000000004,29.0,0.4853857142857143,257150.0,582850.0,0.5146142857142857,,2.081607142857143
398,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.1,0.0,0.1,4.0,456.3225806451613,3.2949199999999994,29.0,0.6812714285714285,223752.0,616248.0,0.3187285714285714,,2.200885714285714
399,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.1,0.0,0.1,4.0,416.1193548387097,4.6204040000000015,31.0,0.5779464285714285,197005.0,642995.0,0.4220535714285714,,2.2964107142857144
400,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.1,0.0,0.1,4.0,483.2983870967742,4.184401000000001,26.0,0.4789178571428571,200885.0,639115.0,0.5210821428571428,,2.282553571428572
401,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.2,0.0,0.01,4.0,738.3290322580646,1.1406969999999998,21.0,0.6759571428571428,202594.0,637406.0,0.3240428571428571,,2.27645
402,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.2,0.0,0.01,4.0,459.1064516129032,4.732986,27.0,0.5627892857142858,245804.0,594196.0,0.4372107142857143,,2.122128571428572
403,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.2,0.0,0.01,4.0,434.7548387096774,3.5981810000000003,31.0,0.5291,239787.0,600213.0,0.4709,,2.143617857142857
404,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.2,0.0,0.1,4.0,737.483870967742,1.2230080000000003,19.0,0.6431178571428572,224721.0,615279.0,0.3568821428571428,,2.197425
405,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.2,0.0,0.1,4.0,474.6274193548387,3.651734,26.0,0.6074357142857143,203841.0,636159.0,0.3925642857142857,,2.2719964285714287
406,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.2,0.0,0.1,4.0,416.7661290322581,4.425537,31.0,0.5127178571428571,196679.0,643321.0,0.4872821428571428,,2.297575
407,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.3,0.0,0.01,4.0,645.3274193548388,1.2604769999999996,25.0,0.567725,240641.0,599359.0,0.432275,,2.140567857142857
408,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.3,0.0,0.01,4.0,424.7370967741936,3.906665,31.0,0.5483285714285714,238685.0,601315.0,0.4516714285714285,,2.1475535714285714
409,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.3,0.0,0.01,4.0,663.008064516129,1.2076899999999997,25.0,0.6041821428571429,240922.0,599078.0,0.3958178571428571,,2.1395642857142856
410,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.3,0.0,0.1,4.0,451.0709677419355,4.1603970000000015,29.0,0.6873928571428571,219787.0,620213.0,0.3126071428571428,,2.2150464285714286
411,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.3,0.0,0.1,4.0,471.2209677419355,6.329618000000001,26.0,0.5945428571428572,214338.0,625662.0,0.4054571428571428,,2.234507142857143
412,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.3,0.0,0.1,4.0,692.8387096774194,2.5908219999999997,25.0,0.4759035714285714,195026.0,644974.0,0.5240964285714286,,2.3034785714285717
413,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.1,0.0,0.01,6.0,694.9693548387097,2.546998999999999,24.0,0.6293642857142857,195986.0,644014.0,0.3706357142857143,,2.30005
414,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.1,0.0,0.01,6.0,446.4354838709677,7.1382900000000005,29.0,0.6756142857142857,196343.0,643657.0,0.3243857142857143,,2.298775
415,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.1,0.0,0.01,6.0,418.9661290322581,6.968498999999998,31.0,0.4832892857142857,246655.0,593345.0,0.5167107142857142,,2.119089285714286
416,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.1,0.0,0.1,6.0,677.7048387096775,1.99612,25.0,0.6295035714285714,219987.0,620013.0,0.3704964285714285,,2.2143321428571427
417,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.1,0.0,0.1,6.0,470.53548387096777,7.772739,27.0,0.6349964285714286,204625.0,635375.0,0.3650035714285714,,2.269196428571429
418,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.1,0.0,0.1,6.0,468.1306451612903,10.508672999999996,26.0,0.5598964285714285,174254.0,665746.0,0.4401035714285714,,2.377664285714286
419,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.2,0.0,0.01,6.0,413.3290322580645,6.979765,31.0,0.4318214285714286,279700.0,560300.0,0.5681785714285714,,2.0010714285714286
420,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.2,0.0,0.01,6.0,661.7758064516129,1.886186,25.0,0.5840178571428571,228673.0,611327.0,0.4159821428571428,,2.183310714285714
421,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.2,0.0,0.01,6.0,734.8645161290323,2.1682799999999998,24.0,0.5198821428571428,233594.0,606406.0,0.4801178571428571,,2.1657357142857143
422,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.2,0.0,0.1,6.0,749.5274193548387,2.039896,14.0,0.6972321428571429,233213.0,606787.0,0.3027678571428571,,2.1670964285714285
423,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.2,0.0,0.1,6.0,715.4758064516129,2.0335340000000004,25.0,0.5862964285714286,177013.0,662987.0,0.4137035714285714,,2.367810714285714
424,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.2,0.0,0.1,6.0,458.2241935483871,7.730166999999996,28.0,0.5784357142857143,175230.0,664770.0,0.4215642857142857,,2.3741785714285712
425,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.3,0.0,0.01,6.0,422.0806451612903,7.671735000000001,31.0,0.5834321428571428,232740.0,607260.0,0.4165678571428571,,2.1687857142857143
426,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.3,0.0,0.01,6.0,721.5774193548388,1.8980370000000004,20.0,0.6418107142857142,214400.0,625600.0,0.3581892857142857,,2.2342857142857144
427,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.3,0.0,0.01,6.0,766.1241935483871,2.0911120000000003,14.0,0.4497892857142857,297215.0,542785.0,0.5502107142857143,,1.9385178571428567
428,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.3,0.0,0.1,6.0,453.8870967741936,7.331199,29.0,0.6711357142857143,206142.0,633858.0,0.3288642857142857,,2.2637785714285714
429,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.3,0.0,0.1,6.0,699.2032258064517,2.255992,25.0,0.5858892857142857,185988.0,654012.0,0.4141107142857143,,2.335757142857142
430,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.3,0.0,0.1,6.0,431.2758064516129,4.716446999999999,31.0,0.6011678571428571,176267.0,663733.0,0.3988321428571428,,2.370475
431,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.1,0.0,0.01,8.0,704.6370967741935,0.963312,22.0,0.5463107142857143,234041.0,605959.0,0.4536892857142857,,2.1641392857142856
432,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.1,0.0,0.01,8.0,708.6112903225807,1.044699,24.0,0.5308178571428571,261136.0,578864.0,0.4691821428571429,,2.0673714285714286
433,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.1,0.0,0.01,8.0,441.21774193548384,3.3290880000000005,30.0,0.4973464285714286,287222.0,552778.0,0.5026535714285715,,1.9742071428571428
434,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.1,0.0,0.1,8.0,668.0548387096774,0.8107180000000002,25.0,0.6835035714285714,206020.0,633980.0,0.3164964285714285,,2.264214285714285
435,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.1,0.0,0.1,8.0,685.4467741935484,0.9626950000000004,25.0,0.6386678571428571,189539.0,650461.0,0.3613321428571429,,2.323075
436,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.1,0.0,0.1,8.0,484.8177419354839,5.709195999999999,25.0,0.5908142857142857,182959.0,657041.0,0.4091857142857142,,2.346575
437,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.2,0.0,0.01,8.0,448.2467741935484,5.929206,29.0,0.5157892857142857,242962.0,597038.0,0.4842107142857142,,2.1322785714285715
438,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.2,0.0,0.01,8.0,429.48225806451615,5.026461999999999,31.0,0.5354035714285714,252800.0,587200.0,0.4645964285714286,,2.097142857142857
439,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.2,0.0,0.01,8.0,485.0532258064516,5.515435999999998,26.0,0.5181928571428571,243598.0,596402.0,0.4818071428571429,,2.130007142857143
440,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.2,0.0,0.1,8.0,689.9290322580645,1.430587,25.0,0.7013392857142857,189673.0,650327.0,0.2986607142857143,,2.3225964285714285
441,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.2,0.0,0.1,8.0,674.6112903225807,1.5657030000000005,25.0,0.6385142857142857,182522.0,657478.0,0.3614857142857143,,2.348135714285714
442,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.2,0.0,0.1,8.0,487.93870967741935,6.574527,28.0,0.5927892857142857,195301.0,644699.0,0.4072107142857142,,2.3024964285714287
443,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.3,0.0,0.01,8.0,759.2435483870968,1.604216,14.0,0.5524,262995.0,577005.0,0.4476,,2.060732142857143
444,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.3,0.0,0.01,8.0,447.5677419354839,6.866180000000001,28.0,0.5215428571428572,258881.0,581119.0,0.4784571428571428,,2.075425
445,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.3,0.0,0.01,8.0,729.9725806451613,3.4143380000000003,20.0,0.525025,264520.0,575480.0,0.474975,,2.055285714285714
446,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.3,0.0,0.1,8.0,644.2967741935483,1.413777,25.0,0.6934071428571429,205643.0,634357.0,0.3065928571428571,,2.2655607142857144
447,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.3,0.0,0.1,8.0,744.2596774193548,1.270151,21.0,0.6251357142857142,196618.0,643382.0,0.3748642857142857,,2.297792857142857
448,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.3,0.0,0.1,8.0,746.808064516129,0.8950409999999999,18.0,0.6235321428571429,179340.0,660660.0,0.3764678571428571,,2.3595
449,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.1,0.0,0.01,10.0,689.191935483871,1.1047630000000002,25.0,0.5835107142857143,212553.0,627447.0,0.4164892857142857,,2.240882142857143
450,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.1,0.0,0.01,10.0,455.5258064516129,7.612981999999998,30.0,0.5231571428571429,259073.0,580927.0,0.4768428571428571,,2.0747392857142857
451,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.1,0.0,0.01,10.0,790.3241935483871,2.7551800000000006,4.0,0.5738285714285715,255588.0,584412.0,0.4261714285714286,,2.0871857142857144
452,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.1,0.0,0.1,10.0,746.5064516129032,1.3307220000000002,21.0,0.6953392857142857,233679.0,606321.0,0.3046607142857143,,2.165432142857143
453,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.1,0.0,0.1,10.0,479.9725806451613,8.113603000000003,26.0,0.7135,201454.0,638546.0,0.2865,,2.2805214285714284
454,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.1,0.0,0.1,10.0,727.333870967742,1.7834150000000004,22.0,0.6646785714285715,195968.0,644032.0,0.3353214285714285,,2.3001142857142858
455,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.2,0.0,0.01,10.0,395.8725806451613,6.3353600000000005,31.0,0.5657214285714286,255313.0,584687.0,0.4342785714285714,,2.088167857142857
456,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.95,0.2,0.0,0.01,10.0,463.6483870967742,4.646309999999998,27.0,0.6065892857142857,246813.0,593187.0,0.3934107142857143,,2.118525
457,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.9,0.2,0.0,0.01,10.0,743.8612903225807,1.5836539999999997,18.0,0.5729321428571429,247266.0,592734.0,0.4270678571428571,,2.116907142857143
458,TABULAR,"TitForTat,Nydegger,Downing,TidemanAndChieruzzi,Champion,Borufsen,SecondByGraaskampKatzen",,0.99,0.2,0.0,0.1,10.0,722.4193548387096,1.6589819999999995,22.0,0.7088678571428572,212172.0,627828.0,0.2911321428571428,,2.242242857142857
